timestamp,informed_consent,k01_01,k01_02_i01,k01_02_i02,k01_02_i03,k01_02_i04,k01_02_i05,k01_02_i06,k01_02_i07,k01_02_i08,k01_02_i09,k02_01,k02_02,k02_03,k02_04,k02_05,k03_01,k03_02_i01,k03_02_i02,k03_02_i03,k03_02_i04,k03_02_i05,k03_02_i06,k03_02_i07,k03_02_i08,k03_02_i09,k03_02_i10,k03_02_i11,k03_02_i12,k03_02_i13,k03_02_i14,k03_02_i15,k03_02_i16,k03_02_i17,k03_02_i18,k03_02_i19,k03_02_i20,k03_03,k04_01_i01,k04_01_i02,k04_01_i03,k04_01_i04,k04_01_i05,k04_01_i06,k04_01_i07,k04_01_i08,k04_01_i09,k04_01_i10,k04_01_i11,k04_01_i12,k04_01_i13,k04_01_i14,k04_01_i15,k04_01_i16,k04_01_i17,k04_01_i18,k04_01_i19,k04_01_i20,k04_01_i21,k04_02_i01,k04_02_i02,k04_02_i03,k04_02_i04,k04_02_i05,k04_02_i06,k04_02_i07,k04_02_i08,k04_02_i09,k04_02_i10,k04_02_i11,k04_02_i12,k04_02_i13,k04_02_i14,k05_01_i01,k05_01_i02,k05_01_i03,k05_01_i04,k05_01_i05,k05_01_i06,k05_01_i07,k05_01_i08,k05_01_i09,k05_01_i10,k05_01_i11,k05_01_i12,k05_01_i13,k05_01_i14,k05_01_i15,k05_01_i16,k05_01_i17,k05_01_i18,k05_01_i19,k05_01_i20,k05_01_i21,k05_01_i22,k05_01_i23,k05_01_i24,k05_01_i25,k05_01_i26,k05_01_i27,k05_01_i28,k05_01_i29,k06_01_i01,k07_01,k07_02_i01,k07_02_i02,k07_02_i03,k07_03,k06_01_i02,k06_01_i03,k06_01_i04,k06_01_i05,k06_01_i06,k06_01_i07,k06_01_i08,k06_01_i09,k06_01_i10,k06_01_i11,k06_01_i12,k06_01_i13,k06_01_i14,k06_01_i15,k06_01_i16,k06_01_i17,k06_01_i18,k06_01_i19,k06_01_i20,k06_01_i21,k06_01_i22,file_path,k06_01_i23,condition,is_ai,is_responsibility,k02_03_num,k02_04_num,parents_education,parents_education_groups,k01_02_composite,k03_02_positive,k03_02_negative,k04_01_composite,k04_02_expertise,k04_02_integrity,k04_02_benevolence,k04_02_composite,k05_01_composite,k06_01_ease_of_use,k06_01_usefulness,k06_01_safety_risk,k06_01_privacy_risk,k06_01_trust,k06_01_attitude,k06_01_intention_to_use
2024-10-18T16:17:41Z,Igen,2,5,4,2,3,2,4,2,6,1,Female,matematika-informatika tanár,Highschool,Highschool,Middle 40%,Naponta,3,3,1,4,2,2,3,2,5,1,4,1,3,2,2,4,1,1,5,5,4,4,2,3,1,4,3,5,2,5,5,5,1,3,5,4,4,2,4,4,5,5,4,4,4,2,3,4,4,5,2,2,3,4,4,4,4,5,5,2,5,2,4,3,5,4,2,4,5,2,5,4,5,4,5,3,3,3,2,4,5,5,5,4,2,1,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",6,5,6,"Igen, az elejétől a végéig sikerült koncentrálnom.",2,1,1,1,1,2,1,3,5,5,1,1,1,1,1,1,1,4,1,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",1,2,1,1,12,12,24,25% Bottom,29,29,23,76,21,13,15,49,0,5,8,10,3,3,6,3
2024-10-18T16:30:10Z,Igen,3,6,6,6,6,5,5,4,6,6,Female,Kémia alapszak,Highschool,University BA,Middle 40%,Hetente egyszer,1,4,3,5,5,5,5,5,5,1,3,5,2,2,4,5,5,5,5,5,4,3,4,5,5,4,4,5,1,5,5,5,4,2,5,5,5,5,3,3,5,5,6,5,5,4,4,5,5,5,5,6,6,5,6,5,4,2,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,5,3,3,3,1,5,3,3,3,2,3,1,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",1,2,7,"Nem, kb. a felénél abbahagytam a kérdések pontos értelmezését.",1,1,3,1,1,4,1,3,1,3,1,1,3,2,3,4,3,3,1,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",1,2,1,1,12,15,27,50% Median,50,42,33,88,29,21,22,72,0,6,10,4,3,8,10,3
2024-10-18T16:42:20Z,Igen,2,5,4,2,5,6,4,4,6,5,Female,Vezetés szervezés,University BA,University BA,Top 30%,Hetente többször,3,4,4,4,3,4,4,4,4,2,1,4,3,2,4,5,4,5,4,3,4,5,5,5,4,2,5,4,2,4,3,4,4,5,4,2,4,5,4,4,4,5,6,6,5,5,4,5,5,4,4,6,6,6,6,5,2,4,4,3,5,1,4,4,3,4,3,4,2,4,4,5,4,5,5,2,2,2,3,4,4,4,4,4,2,1,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,6,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",2,1,1,1,4,1,1,1,4,5,2,2,3,1,2,2,3,4,1,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",2,2,1,1,15,15,30,50% Median,41,37,30,84,31,19,23,73,0,5,8,9,6,6,9,3
2024-10-18T16:55:17Z,Igen,3,5,4,3,4,3,3,5,6,2,Male,sporszervezés,University MA,University MA,Top 30%,Hetente egyszer,1,2,4,4,4,4,3,5,5,4,4,4,2,2,4,5,4,4,5,4,4,4,3,4,4,4,4,5,2,4,4,2,4,3,5,4,5,4,3,3,3,5,3,3,4,3,5,3,4,3,3,4,4,4,3,3,4,4,4,4,4,3,2,2,4,3,2,4,4,1,5,5,5,5,4,1,1,2,4,5,5,1,1,1,2,4,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",4,3,5,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,3,3,5,5,2,1,5,2,3,2,2,3,3,4,4,4,4,4,3,4,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",2,2,1,1,17,17,34,25% Top,35,39,30,79,21,14,14,49,0,13,18,5,6,10,12,11
2024-10-18T17:29:58Z,Igen,3,6,5,5,5,5,4,4,6,5,Female,Pszichológia,Highschool,Highschool,Middle 40%,Hetente többször,1,3,3,4,3,3,4,2,4,1,2,4,3,2,1,2,3,3,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,5,4,4,3,3,4,4,5,3,4,3,4,4,4,4,4,4,5,4,4,3,3,4,4,3,2,3,3,3,3,3,4,4,4,4,5,5,4,4,3,3,3,3,4,4,4,4,3,4,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",6,6,6,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,3,2,1,4,2,1,5,4,5,5,5,3,3,2,3,2,4,1,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",5,2,1,1,12,12,24,25% Bottom,45,32,21,80,23,16,17,56,0,11,13,9,15,8,9,3
2024-10-18T17:40:22Z,Igen,3,5,5,5,5,5,5,5,6,5,Female,Pszichológia,Highschool,Highschool,Middle 40%,Hetente többször,2,3,4,4,4,4,4,3,4,2,3,4,3,2,1,2,2,2,3,3,4,4,4,4,3,3,4,4,3,4,4,4,4,3,5,4,4,4,4,3,3,4,5,5,5,5,5,3,5,4,5,5,4,4,4,5,3,2,3,3,3,2,4,3,3,3,3,5,4,5,5,5,5,4,5,3,2,2,3,4,4,4,4,3,3,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",6,6,6,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,3,3,2,4,2,1,5,5,5,5,5,3,3,1,3,3,4,1,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",5,2,1,1,12,12,24,25% Bottom,46,38,18,79,28,19,17,64,0,12,14,10,15,7,10,3
2024-10-18T17:50:17Z,Igen,4,3,6,6,6,6,4,6,7,7,Female,Vezetés és szervezés,University MA,University MA,Top 30%,Havonta kevesebb mint egyszer,3,4,3,5,4,4,5,4,5,4,3,4,3,2,2,3,2,3,5,2,4,4,2,4,3,3,3,5,2,3,4,4,4,4,5,4,4,4,2,3,3,3,6,6,6,5,6,6,6,4,4,4,6,5,5,6,2,4,2,1,2,2,3,3,4,4,2,4,4,3,4,3,3,4,5,2,2,2,2,2,4,3,2,3,2,4,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",1,3,4,"Nem, körülbelül a kétharmadánál már abbahagytam a kérdések pontos értelmezését.",4,5,3,4,4,3,2,5,4,5,4,4,3,2,2,3,3,4,3,2,4,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",4,2,1,1,17,17,34,25% Top,51,44,22,73,35,18,22,75,0,16,18,9,12,7,10,9
2024-10-18T17:56:01Z,Igen,5,5,3,2,2,4,4,2,3,1,Male,Programtervező informatikus,University MA,University BA,Middle 40%,Havonta kevesebb mint egyszer,2,1,1,5,4,2,5,5,5,5,1,4,5,1,5,5,5,5,5,5,4,2,2,5,5,2,5,5,2,3,3,3,3,4,5,4,5,4,2,2,3,5,3,6,6,5,5,6,4,5,5,4,4,4,4,5,1,1,2,1,3,1,2,2,4,1,2,3,3,3,1,4,3,1,1,2,2,3,4,5,3,2,4,5,4,5,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",2,1,2,"Igen, az elejétől a végéig sikerült koncentrálnom.",4,5,5,4,4,4,3,5,1,3,1,1,2,2,3,4,3,4,4,3,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",1,2,1,1,17,15,32,50% Median,26,35,36,74,31,18,17,66,0,19,20,4,3,7,11,8
2024-10-18T17:57:32Z,Igen,2,5,3,3,2,6,3,3,7,1,Female,Pszichológia,University BA,University BA,Top 30%,Hetente egyszer,2,4,1,5,4,2,4,4,5,3,2,4,3,3,1,2,3,3,2,4,4,4,3,2,3,2,4,4,4,4,4,4,3,2,3,2,4,3,2,3,3,4,4,5,5,4,4,5,5,5,5,5,5,4,5,4,1,2,2,4,4,1,4,5,5,4,4,4,3,4,5,4,4,4,4,3,3,4,4,4,5,3,4,3,3,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",6,6,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,3,4,3,4,2,1,4,4,5,4,4,3,2,2,3,2,3,3,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",4,2,1,1,15,15,30,50% Median,33,36,21,67,27,20,18,65,0,13,14,9,12,7,8,5
2024-10-18T18:22:17Z,Igen,2,6,5,5,6,7,4,5,5,4,Male,Programtervező Informatikus,Highschool,Highschool,Middle 40%,Hetente többször,1,3,3,4,4,4,4,4,5,1,3,3,2,3,2,5,4,4,2,4,4,5,5,5,4,4,5,5,4,5,4,3,4,3,5,4,5,5,2,3,3,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,5,5,5,3,3,3,2,3,5,3,3,4,5,3,5,5,4,5,2,1,2,2,1,2,2,2,2,2,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,7,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,3,3,2,4,3,1,4,5,5,4,4,2,2,2,2,2,3,2,2,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",4,2,1,1,12,12,24,25% Bottom,47,35,26,88,24,17,16,57,0,12,14,10,12,6,7,5
2024-10-18T18:29:25Z,Igen,4,4,5,5,5,5,4,4,6,2,Female,Pszichológia,University MA,University MA,Middle 40%,Hetente egyszer,2,3,2,3,1,3,3,3,3,4,1,4,2,3,4,3,2,4,3,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,5,4,5,3,4,6,5,3,5,3,3,3,4,5,3,4,3,4,5,4,4,3,3,4,3,4,5,2,4,4,3,4,5,3,4,2,3,4,4,3,3,3,3,2,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",4,5,5,"Igen, az elejétől a végéig sikerült koncentrálnom.",1,1,2,1,3,1,1,2,5,5,3,4,2,2,1,2,1,4,1,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",4,2,1,1,17,17,34,25% Top,40,29,25,79,27,16,15,58,0,6,8,10,11,5,7,3
2024-10-18T18:41:58Z,Igen,6,6,6,6,6,7,5,6,6,7,Female,Emberi Eroforrasok bsc,University MA,University MA,Top 30%,Havonta kevesebb mint egyszer,2,4,1,2,2,4,4,5,4,2,2,2,4,3,2,3,2,1,2,4,4,4,3,5,5,5,4,4,4,5,5,5,4,5,3,4,4,4,4,3,5,5,7,7,7,6,6,6,6,6,6,7,7,7,7,7,4,2,2,2,2,2,5,1,5,2,2,5,5,5,5,5,5,3,3,2,1,3,3,5,4,1,1,3,4,2,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,4,3,"Igen, az elejétől a végéig sikerült koncentrálnom.",2,2,2,1,2,3,2,1,4,4,1,2,4,4,3,3,2,5,1,1,2,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",2,2,1,1,17,17,34,25% Top,55,29,21,90,39,25,28,92,0,8,9,8,5,11,10,4
2024-10-18T19:48:09Z,Igen,1,7,7,5,5,6,6,6,7,4,Female,sportszervezés,University BA,University BA,Middle 40%,Havonta kevesebb mint egyszer,2,4,3,4,2,3,3,2,4,2,2,2,3,3,4,5,3,3,4,4,4,4,3,4,3,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,6,6,6,6,6,6,6,6,5,5,6,6,6,6,4,4,4,3,4,5,4,3,4,4,2,4,4,4,4,4,2,4,5,4,4,5,4,5,4,4,4,4,4,4,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",3,5,6,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,3,3,2,3,2,2,4,4,4,2,1,3,3,3,3,3,3,2,2,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",2,2,1,1,15,15,30,50% Median,53,31,29,78,36,22,24,82,0,13,13,8,5,9,9,5
2024-10-18T19:48:50Z,Igen,2,2,6,2,2,3,2,2,6,1,Female,gyógypedagógia MA,Highschool,Highschool,Middle 40%,Naponta,4,2,3,4,3,3,3,4,4,4,1,3,1,4,1,2,1,1,5,5,4,4,3,5,5,3,5,5,4,5,5,5,3,5,5,4,5,5,2,5,5,5,1,3,3,1,1,2,2,3,3,1,4,3,1,1,3,3,4,4,3,3,1,3,3,3,1,2,2,1,3,1,1,3,3,1,1,1,1,5,4,3,3,2,2,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",3,2,5,"Nem, körülbelül a kétharmadánál már abbahagytam a kérdések pontos értelmezését.",3,3,2,3,4,3,5,1,4,5,3,3,1,2,2,2,3,5,2,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",3,2,1,1,12,12,24,25% Bottom,26,34,20,93,11,9,9,29,0,11,16,9,9,5,10,4
2024-10-18T20:19:35Z,Igen,1,4,4,3,3,5,4,4,4,4,Female,Vezetés és Szervezés,Highschool,Highschool,Middle 40%,Naponta,3,4,3,4,3,2,4,4,4,4,3,4,2,3,1,2,1,3,3,3,4,3,2,4,5,3,3,4,3,2,3,3,3,3,3,3,3,4,5,3,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,5,3,2,3,4,3,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,1,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",3,4,6,"Nem, körülbelül a kétharmadánál már abbahagytam a kérdések pontos értelmezését.",1,1,1,1,3,1,1,2,4,4,4,4,1,1,1,1,1,3,2,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",4,2,1,1,12,12,24,25% Bottom,35,38,18,70,23,15,16,54,0,4,8,8,12,3,5,4
2024-10-18T21:11:02Z,Igen,2,6,3,2,2,6,3,2,5,3,Male,programtervező informatikus msc,University MA,Highschool,Middle 40%,Naponta többször,2,4,3,5,5,5,5,5,5,3,3,5,3,1,4,4,5,5,5,4,4,2,4,4,3,2,4,4,4,4,4,4,3,3,5,4,4,4,4,4,4,5,3,4,3,3,3,3,4,4,3,3,5,5,3,2,2,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,2,3,4,3,2,2,2,5,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,5,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",4,5,5,5,5,5,2,2,2,2,4,3,5,5,4,5,5,5,4,2,2,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",4,2,1,1,17,12,29,50% Median,32,45,31,79,19,14,15,48,0,19,19,4,11,14,15,8
2024-10-18T21:24:46Z,Igen,1,7,7,7,6,7,7,3,7,6,Male,szociológia,University BA,University MA,Top 30%,Soha,1,1,2,5,1,4,5,3,4,1,1,1,1,1,1,3,1,1,1,2,4,1,2,5,2,4,2,4,2,5,5,5,4,5,5,2,4,4,3,2,2,5,6,6,6,6,5,6,6,6,6,5,6,5,6,6,2,4,5,2,5,2,5,5,5,5,3,5,5,5,5,5,5,5,5,4,4,2,4,4,5,5,5,2,2,5,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",2,3,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",5,5,5,4,5,4,5,5,4,4,1,1,4,4,5,3,3,5,4,2,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",1,2,1,1,15,17,32,50% Median,57,26,11,73,35,23,23,81,0,20,23,8,3,13,11,7
2024-10-18T21:39:51Z,Igen,2,4,5,3,4,5,5,3,4,5,Female,Gazdálkodás és menedzsment,University BA,Highschool,Middle 40%,Soha,1,4,1,3,1,2,4,4,4,3,1,1,3,4,4,2,3,3,3,3,4,4,5,4,3,4,5,4,3,4,4,5,4,4,4,3,4,4,4,5,4,4,5,7,6,4,6,5,6,6,5,4,6,6,6,6,4,4,2,1,3,4,4,4,5,4,3,3,3,5,4,4,4,4,4,3,4,4,3,3,2,3,2,2,3,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",7,7,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",4,4,4,1,1,3,3,1,1,2,1,3,4,4,3,1,1,4,1,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",3,2,1,1,15,12,27,50% Median,38,25,25,85,33,21,24,78,0,15,9,3,7,11,6,3
2024-10-18T21:47:23Z,Igen,2,3,3,4,3,5,3,2,6,3,Female,gyógypedagógia,University BA,University BA,Middle 40%,Havonta kevesebb mint egyszer,4,3,3,4,3,2,4,4,4,2,4,2,3,2,3,4,3,2,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,6,4,3,4,5,4,5,4,3,5,5,4,4,4,2,5,4,3,4,3,2,4,4,3,5,3,5,4,4,4,5,5,3,3,3,3,5,5,4,4,4,4,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",3,3,3,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,3,3,3,4,3,3,1,4,5,3,2,3,2,2,2,2,4,3,2,2,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",3,2,1,1,15,15,30,50% Median,32,35,26,79,26,16,18,60,0,12,14,9,8,7,8,7
2024-10-18T23:45:40Z,Igen,4,5,5,5,5,5,5,5,4,3,Male,IK,University BA,Highschool,Bottom 30%,Hetente többször,1,2,2,4,3,4,4,4,5,4,2,5,1,1,4,5,2,2,4,4,4,5,4,4,4,4,5,4,2,4,4,4,4,4,2,4,4,4,5,4,4,4,6,5,5,5,3,5,6,6,6,5,6,6,5,5,5,1,4,4,3,5,3,3,5,5,4,4,3,4,4,5,5,3,3,2,1,1,2,3,3,3,3,2,2,5,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",7,7,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,4,5,5,5,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",5,2,1,1,15,12,27,50% Median,42,36,23,83,29,23,22,74,0,20,25,10,15,11,14,11
2024-10-19T08:00:13Z,Igen,4,5,6,5,5,4,3,5,7,5,Female,Gazdálkodási és menedzsment,Highschool,Highschool,Middle 40%,Hetente többször,4,4,3,4,3,3,5,4,4,4,3,4,2,3,3,2,3,3,4,3,4,3,3,4,2,4,3,4,2,4,4,4,4,2,4,3,4,4,3,2,4,4,6,6,6,5,5,5,6,6,6,6,6,6,6,6,2,2,2,2,2,2,4,4,4,4,4,5,4,4,4,4,4,4,4,2,3,2,4,4,4,4,4,2,2,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",6,6,6,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",3,2,1,1,12,12,24,25% Bottom,45,41,23,71,33,24,24,81,0,12,15,6,9,9,9,9
2024-10-19T10:00:17Z,Igen,2,7,7,7,7,7,7,7,7,7,Female,Vegyész MSC,University BA,University BA,Middle 40%,Hetente egyszer,1,4,3,5,4,4,5,4,5,1,4,4,2,4,2,5,3,3,5,4,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,5,3,3,5,4,3,3,3,5,3,3,3,3,5,5,5,5,5,5,3,5,4,2,2,3,3,2,2,4,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,7,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,3,4,4,1,4,3,5,4,4,2,2,3,4,4,5,5,3,4,4,3,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",2,2,1,1,15,15,30,50% Median,63,40,28,101,42,28,28,98,0,14,17,8,6,11,13,11
2024-10-19T10:24:22Z,Igen,4,6,5,3,3,2,2,5,5,5,Female,biológia Bsc,University BA,University MA,Top 30%,Hetente többször,2,4,2,4,2,3,4,4,4,2,2,3,4,3,2,2,2,2,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,4,3,3,4,4,4,2,4,3,3,3,1,2,2,4,3,4,3,3,3,4,4,2,3,3,4,4,3,2,4,3,2,3,3,3,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,4,5,"Igen, az elejétől a végéig sikerült koncentrálnom.",2,2,2,2,3,1,2,3,1,4,3,3,2,1,2,2,2,2,2,2,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",3,2,1,1,15,17,32,50% Median,36,32,24,82,20,15,15,50,0,9,11,5,9,5,6,5
2024-10-19T10:43:14Z,Igen,5,6,5,5,5,6,5,5,6,5,Female,tanári szak,Highschool,Highschool,Middle 40%,Hetente egyszer,2,3,4,4,4,4,4,4,4,2,2,4,4,2,4,5,2,4,4,4,4,5,5,5,4,4,4,5,2,5,4,4,4,4,4,5,4,4,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,2,4,2,3,2,2,2,4,4,2,4,2,2,4,2,4,4,4,2,2,2,2,4,4,3,4,2,2,4,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,5,5,"Igen, az elejétől a végéig sikerült koncentrálnom.",4,2,2,1,4,2,2,4,5,5,2,4,2,2,2,2,2,3,2,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",2,2,1,1,12,12,24,25% Bottom,48,37,29,90,29,20,20,69,0,12,13,10,8,6,7,4
2024-10-19T11:37:25Z,Igen,3,6,7,6,6,7,6,6,7,7,Female,Közösségszervezés,Highschool,Highschool,Middle 40%,Hetente többször,1,2,2,4,3,2,4,4,5,3,2,2,3,3,3,4,4,4,5,5,4,4,3,4,4,4,5,5,2,3,4,4,2,3,2,2,4,5,5,3,4,5,7,7,6,6,7,6,6,6,7,6,7,7,6,7,4,3,3,2,4,2,4,3,5,5,4,1,4,5,5,5,5,5,5,4,4,3,4,5,5,5,5,5,4,4,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",7,7,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,4,4,2,5,4,1,4,5,5,1,1,3,4,3,4,3,5,1,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 2 (ai yes, responsibility yes) (Responses) - Form responses 1.csv",1,2,1,1,12,12,24,25% Bottom,58,30,31,77,39,25,27,91,0,15,16,10,3,10,12,3
